custom_id,text,classificacao,source
faketweetbr_train_233,"Salão de beleza recebeu R$ 73 milhões por serviços de tecnologia, gastança com dinheiro público envolvendo contratos milionários com o salão de beleza iniciou na era Dilma Rousseff.",fake,train
faketweetbr_train_234,Israel doa 15 helicópteros AH 64 para o Brasil.,fake,train
faketweetbr_train_235,Israel doou 15 helicópteros AH-64!,fake,train
faketweetbr_train_236,Israel doou helicópteros AH-64 para o Brasil!,fake,train
faketweetbr_train_237,73 milhões em alta tecnologia no salão de beleza para o cabelo da @dilmabr.,fake,train
faketweetbr_train_238,Israel doou 15 helicópteros AH-64 Apache.,fake,train
faketweetbr_train_239,"O PR @jairbolsonaro quer acabar com mais de 8.000 radares, e o senador Fabiano Contarato, esquerdista da REDE, entrou na justiça para obrigar o governo a implantar os radares; a Esquerda soh quer ferrar o povo msm.",fake,train
faketweetbr_train_240,"O site local anuncia a cura de uma paciente de câncer, supostamente em estado terminal, por Aranto, uma planta medicinal.",true,train
faketweetbr_train_241,Estão postando uma montagem com um homem com camisa do Lula dizendo que ele é o miliciano assassino da Marielle e infiltrado do PT.,true,train
faketweetbr_train_242,Aranto cura câncer.,fake,train
faketweetbr_train_243,Israel doou 15 helicópteros AH-64.,fake,train
faketweetbr_train_244,É falso que planta de aranto cura câncer.,true,train
faketweetbr_train_245,Marina Silva tenta derrubar o que Bolsonaro ordenou a respeito dos radares novos nas estradas.,fake,train
faketweetbr_train_246,O presidente manda tirar os radares e Marina Silva manda colocar.,fake,train
faketweetbr_train_247,Um salão de beleza recebeu R$ 73 milhões por serviços de tecnologia.,fake,train
faketweetbr_train_248,"Revista Forbes revela fortuna bilionária de Lula, um dos mais ricos do mundo.",fake,train
faketweetbr_train_249,"Revista Forbes revela fortuna bilionária de Lula, um dos mais ricos do mundo.",fake,train
faketweetbr_train_250,Revista Forbes revela fortuna bilionária de Lula: “um dos mais ricos do mundo”.,fake,train
faketweetbr_train_251,Salão de beleza recebeu R$ 73 milhões por serviços de tecnologia no governo Dilma.,fake,train
faketweetbr_train_252,"Segundo a revista americana Forbes, o Lula tem um patrimônio de 2 bilhões de dólares.",fake,train
faketweetbr_train_253,o exército de Israel faz doação de helicópteros pra ajudar no policiamento ostensivo.,fake,train
faketweetbr_train_254,"Segundo a revista Forbes de 2006, Lula tinha uma fortuna de 2 bilhões.",fake,train
faketweetbr_train_255,Forbes esclarece viral que colocava Lula entre bilionários do ano.,true,train
faketweetbr_train_256,É falso que Dilma Rousseff gastou R$ 73 milhões em salão de beleza,true,train
faketweetbr_train_257,É falso que o Brasil comprou ou ganhou de Israel 15 helicópteros militares.,true,train
faketweetbr_train_258,A Dilma gastaria 73 milhões de reais em salão de beleza.,fake,train
faketweetbr_train_259,o aranto é a planta que cura cancer,fake,train
faketweetbr_train_260,procurei o link da Forbes dando esses bilhões pro Lula e não encontrei.,true,train
faketweetbr_train_261,É #FAKE que Lula aparece na lista de mais ricos do mundo da revista Forbes.,true,train
faketweetbr_train_262,É falso que Dilma gastou R$ 73 milhões em salão de beleza.,true,train
faketweetbr_train_263,É falso que Israel doou ao Brasil 15 helicópteros; vídeo mostra aeronave turca.,true,train
faketweetbr_train_264,É falso que Israel doou ao Brasil 15 helicópteros; vídeo mostra aeronave turca.,true,train
faketweetbr_train_265,O corte das verbas estatais de publicidade para o grupo Globo pelo jeito será fatal.,fake,train
faketweetbr_train_266,Bolsonaro e Mourão cortaram verbas para a Rede Globo.,fake,train
faketweetbr_train_267,"G. Mourão corta 100% das verbas das mídias; Folha de S.Paulo, Estadão, GloboNews e O Globo podem decretar falência em alguns dias; a Globo tbm será drasticamente afetada com o corte, perdendo cerca de 40% do orçamento total, claramente resultará na demissão de artistas e apresentadores.",fake,train
faketweetbr_train_268,Os mandantes foram Jean Wyllys e Maria do Rosário.,fake,train
faketweetbr_train_269,Jean Wyllys e Maria do Rosário são os mandantes do atentado.,fake,train
faketweetbr_train_270,É fake que Jair Bolsonaro foi escolhido personalidade do ano pela Revista Time,true,train
faketweetbr_train_271,Jair Bolsonaro não foi eleito Personalidade do Ano pela revista Time.,true,train
faketweetbr_train_272,@jairbolsonaro é Personalidade do ano e top 100 da revista Time.,fake,train
faketweetbr_train_273,Jair Bolsonaro não foi eleito Personalidade do Ano pela Time.,true,train
faketweetbr_train_274,Jair Messias Bolsonaro é o único brasileiro entre os 100 mais influentes da revista Time.,fake,train
faketweetbr_train_275,A revista americana TIME incluiu Jair Bolsonaro para concorrer à Personalidade do Ano e ele tem apenas 3% de “YES” e 97% de “NO”.,fake,train
faketweetbr_train_276,Jair Bolsonaro não foi eleito Personalidade do Ano pela revista Time.,true,train
faketweetbr_train_277,"A imagem da capa da Time com o presidente eleito Jair Bolsonaro como personalidade do ano é #FAKE; a revista escolheu os jornalistas mortos e presos como ""Pessoa do Ano"" de 2018.",true,train
faketweetbr_train_278,O bicarbonato de sódio ajudaria na cura de câncer e o câncer é um fungo.,true,train
faketweetbr_test_0,"O comercial do Banco do Brasil foi vetado por Bolsonaro não pelo tema, mas porque um vídeo de 17 segundos iria custar r$ 17 milhões de dinheiro público.",fake,test
faketweetbr_test_1,O comercial vetado por Bolsonaro custou R$ 17 milhões.,fake,test
faketweetbr_test_2,"O comercial de 30 segundos do Banco do Brasil, vetado pelo presidente Bolsonaro, custou aos cofres da nação R$ 17 milhões.",fake,test
faketweetbr_test_3,"Comercial do Banco do Brasil é vetado por Bolsonaro e diretor é exonerado, diz colunista.",TRUE,test
faketweetbr_test_4,"Instituto Nise da Silveira será fechado pelo prefeito do Rio de Janeiro, Marcelo Crivella? Na verdade, NÃO É BEM ASSIM!",TRUE,test
faketweetbr_test_5,O Prefeito do Rio de Janeiro quer fechar o Instituto Nise da Silveira no dia 30 de abril.,fake,test
faketweetbr_test_6,O prefeito do Rio quer acabar com o Instituto Nise da Silveira.,fake,test
faketweetbr_test_7,"Nando Moura estava caluniando o prefeito da Cidade de Nova York por ele não ter aceito o Bozo lá, com mentiras de que o prefeito estaria envolvido em esquema de corrupção, estupro, entre outros.",TRUE,test
faketweetbr_test_8,"Marcelo Tas defendeu o prefeito de Nova York (acusado por estupro, corrupção e lavagem de dinheiro).",fake,test
faketweetbr_test_9,Criminosos estão usando indevidamente a marca Atacadão para espalhar golpe que promete cestas básicas grátis.,TRUE,test
faketweetbr_test_10,"O decreto 9.745/2019 apenas estabelece a “regulação profissional” entre as 37 áreas de competência do @MinEconomia, ou seja, não acaba com a obrigatoriedade do exame; em nota, a OAB reiterou que a informação é falsa.",TRUE,test
faketweetbr_test_11,Presidente Bolsonaro extinguiu obrigatoriedade de prova da OAB ou filiação para exercer a função.,fake,test
faketweetbr_test_12,"É falsa a informação de que o governo editou um decreto que acaba com a obrigatoriedade da inscrição nos quadros da OAB para o exercício da advocacia, bem como a necessidade de realização do Exame de Ordem para tal registro.",TRUE,test
faketweetbr_test_13,"O Decreto nº 9.745, de 8 de abril de 2019, acabou com a obrigatoriedade de estar inscrito nos conselhos profissionais (OAB, CRM, CREA, CRP, CRF, etc.).",fake,test
faketweetbr_test_14,Navio da MSC joga sacos de lixo no mar.,fake,test
faketweetbr_test_15,"Navio da MSC (Mediterranean Shipping Cruises), que partiu da Itália rumo ao Brasil, descarta seu lixo no mar.",fake,test
faketweetbr_test_16,Vídeo mostra navio MSC jogando lixo na Costa Brasileira.,fake,test
faketweetbr_test_17,NÃO SE ENGANE: a pintura de 1942 de Gustave Freipont que teria previsto o incêndio da Catedral de Notre-Dame de Paris é de OUTRA CATEDRAL.,TRUE,test
faketweetbr_test_18,"Tá tudo errado, porque não é Notre Dame de Paris (é Notre Dame de Reims) e não é premonição, pois registra um incêndio que aconteceu na Primeira Guerra Mundial.",TRUE,test
faketweetbr_test_19,"Essa pintura de Gustave Freipont, de 1924, se chama ""Premonicion"".",fake,test
